Dataset	Frequency
MSV000079389	49
MSV000079421	8
MSV000079485	6
MSV000079523	2
MSV000079697	437
MSV000079706	26
MSV000079707	34
MSV000079709	62
MSV000079710	69
MSV000079712	50
MSV000079714	68
MSV000079717	37
MSV000079718	24
MSV000079719	14
MSV000079720	61
MSV000080030	3
MSV000080442	5
MSV000080443	6
MSV000080444	4
MSV000080627	19
MSV000080905	1
MSV000081171	8
MSV000081284	1
MSV000081357	4
MSV000081379	29
MSV000081463	1
MSV000081548	52
MSV000081582	1
MSV000081694	32
MSV000082262	4
MSV000082354	1
MSV000082432	172
MSV000082433	36
MSV000082490	52
MSV000082493	28
MSV000082629	13
MSV000082674	66
MSV000082924	28
MSV000082953	269
MSV000083024	11
MSV000083300	22
MSV000083320	43
MSV000083462	63
MSV000083475	7
MSV000083541	9
MSV000083559	47
MSV000083759	18
MSV000084010	4
MSV000084218	4
MSV000084219	8
MSV000084314	49
MSV000084322	16
MSV000084463	6
MSV000085944	13
MSV000086158	4
MSV000086208	1
MSV000086209	2
MSV000086221	1
MSV000086246	1
MSV000087872	4
