file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxa_NCBI	ReDU_Availability	Blank	QC
mzspec:MSV000087872:Gardenia-jasminoides-leaf-nBuOH	-0.0	mzspec:MSV000087872:Gardenia-jasminoides-leaf-nBuOH:scan:2121	1	0.88	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Gardenia-jasminoides-leaf-nBuOH.mzML	MSV000087872/Gardenia-jasminoides-leaf-nBuOH.mzML	MSV000087872	Gardenia jasminoides	114476	No	No	No
mzspec:MSV000087872:Rhyncholaeliocattleya-leaf-nBuOH	-0.0	mzspec:MSV000087872:Rhyncholaeliocattleya-leaf-nBuOH:scan:1995	1	0.87	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Rhyncholaeliocattleya-leaf-nBuOH.mzML	MSV000087872/Rhyncholaeliocattleya-leaf-nBuOH.mzML	MSV000087872	x Rhyncholaeliocattleya	2602419	No	No	No
mzspec:MSV000087872:Asplenium-musifolium-stem-nBuOH	-0.0	mzspec:MSV000087872:Asplenium-musifolium-stem-nBuOH:scan:1895	1	0.87	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Asplenium-musifolium-stem-nBuOH.mzML	MSV000087872/Asplenium-musifolium-stem-nBuOH.mzML	MSV000087872	Asplenium musifolium	1776954	No	No	No
mzspec:MSV000087872:Nematanthus-leaf-nBuOH	-0.0	mzspec:MSV000087872:Nematanthus-leaf-nBuOH:scan:1930	1	0.87	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Nematanthus-leaf-nBuOH.mzML	MSV000087872/Nematanthus-leaf-nBuOH.mzML	MSV000087872	Nematanthus	13169	No	No	No
mzspec:MSV000087872:Cassia-senna-stem-nBuOH	-0.0	mzspec:MSV000087872:Cassia-senna-stem-nBuOH:scan:1945	1	0.85	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Cassia-senna-stem-nBuOH.mzML	MSV000087872/Cassia-senna-stem-nBuOH.mzML	MSV000087872	Senna alexandrina	72402	No	No	No
mzspec:MSV000087872:Asplenium-musifolium-leaf-nBuOH	-0.0	mzspec:MSV000087872:Asplenium-musifolium-leaf-nBuOH:scan:1826	1	0.85	10	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Asplenium-musifolium-leaf-nBuOH.mzML	MSV000087872/Asplenium-musifolium-leaf-nBuOH.mzML	MSV000087872	Asplenium musifolium	1776954	No	No	No
mzspec:MSV000087872:Cereus-peruvianus-leaf-nBuOH	-0.0	mzspec:MSV000087872:Cereus-peruvianus-leaf-nBuOH:scan:1914	1	0.83	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Cereus-peruvianus-leaf-nBuOH.mzML	MSV000087872/Cereus-peruvianus-leaf-nBuOH.mzML	MSV000087872	Cereus peruvianus	1003630	No	No	No
mzspec:MSV000087872:Cinnamomum-zeylanicum-leaf-nBuOH	-0.0	mzspec:MSV000087872:Cinnamomum-zeylanicum-leaf-nBuOH:scan:1993	1	0.81	10	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Cinnamomum-zeylanicum-leaf-nBuOH.mzML	MSV000087872/Cinnamomum-zeylanicum-leaf-nBuOH.mzML	MSV000087872	Cinnamomum verum	128608	No	No	No
mzspec:MSV000087872:Rotheca-myricoides-stem-nBuOH	-0.0	mzspec:MSV000087872:Rotheca-myricoides-stem-nBuOH:scan:1961	1	0.81	9	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Rotheca-myricoides-stem-nBuOH.mzML	MSV000087872/Rotheca-myricoides-stem-nBuOH.mzML	MSV000087872	Rotheca myricoides	54240	No	No	No
mzspec:MSV000087872:Liatris-spicata-flower-nBuOH	-0.0	mzspec:MSV000087872:Liatris-spicata-flower-nBuOH:scan:1921	1	0.81	9	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Liatris-spicata-flower-nBuOH.mzML	MSV000087872/Liatris-spicata-flower-nBuOH.mzML	MSV000087872	Liatris spicata	886939	No	No	No
