Dataset	Frequency
MSV000079697	812
MSV000079706	96
MSV000079707	47
MSV000079709	108
MSV000079710	120
MSV000079712	104
MSV000079714	74
MSV000079717	58
MSV000079718	54
MSV000079719	36
MSV000079720	138
MSV000079813	1
MSV000080016	132
MSV000080167	108
MSV000080180	68
MSV000080181	19
MSV000080182	3
MSV000080183	292
MSV000081160	4
MSV000081482	92
MSV000081952	1
MSV000082433	1
MSV000082612	40
MSV000082614	8
MSV000082616	15
MSV000082618	11
MSV000082953	299
MSV000083106	25
MSV000083665	183
MSV000083705	8
MSV000083791	7
MSV000084016	22
MSV000084165	3
MSV000084314	18
MSV000084325	1
MSV000084556	13
MSV000084904	4
MSV000085025	1
MSV000085101	6
MSV000085129	11
MSV000085918	2
MSV000085991	1
MSV000086270	1033
MSV000086302	2
MSV000086415	198
MSV000086989	79
MSV000087087	209
MSV000087359	100
MSV000087612	147
MSV000087948	10
MSV000088040	471
MSV000088087	133
MSV000088137	267
MSV000088335	1
MSV000088546	369
MSV000088570	247
MSV000088594	178
MSV000088640	144
MSV000088645	1006
MSV000088646	919
MSV000088843	157
MSV000089313	51
MSV000089540	109
MSV000089558	200
