Dataset	Frequency
MSV000079389	135
MSV000079523	5
MSV000079558	2
MSV000079697	2
MSV000079706	2
MSV000080030	47
MSV000080031	1
MSV000080442	17
MSV000080443	18
MSV000080444	13
MSV000081171	54
MSV000081379	26
MSV000081582	2
MSV000081694	98
MSV000082261	4
MSV000082432	2
MSV000082490	157
MSV000082493	32
MSV000082674	14
MSV000082924	89
MSV000083024	7
MSV000083320	43
MSV000083835	1
MSV000084112	4
MSV000084218	4
MSV000084219	3
MSV000084314	2
MSV000084322	20
MSV000084463	17
MSV000084590	10
MSV000084753	2
MSV000085480	7
MSV000085844	1
MSV000085852	2
MSV000085891	1
MSV000085944	194
MSV000086236	2
MSV000086993	1
MSV000087087	11
MSV000087612	1
MSV000087948	4
MSV000088021	55
MSV000088040	37
MSV000088137	9
MSV000088164	16
MSV000088640	3
MSV000088842	54
MSV000089313	1
MSV000089558	11
