Dataset	Frequency
MSV000079389	2
MSV000079697	735
MSV000079706	75
MSV000079707	54
MSV000079709	78
MSV000079710	91
MSV000079712	59
MSV000079714	73
MSV000079717	84
MSV000079718	59
MSV000079719	33
MSV000079720	132
MSV000080016	2
MSV000080176	1
MSV000080183	4
MSV000080627	34
MSV000081171	108
MSV000081379	3
MSV000081508	2
MSV000081582	1
MSV000082432	8
MSV000082490	77
MSV000082493	220
MSV000082662	1
MSV000082674	5
MSV000082960	3
MSV000082963	3
MSV000083024	1
MSV000083300	1
MSV000083559	1
MSV000083759	1
MSV000084218	1
MSV000084322	31
MSV000084463	26
MSV000086415	190
MSV000087087	28
MSV000087612	68
MSV000087948	7
MSV000088137	139
MSV000088640	25
