file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxa_NCBI	ReDU_Availability	Blank	QC
mzspec:MSV000083756:Blank_3	0.0	mzspec:MSV000083756:Blank_3:scan:6766	1	0.89	13	MSV000083756	NoID	MSV000083756/ccms_peak/Blank_3.mzML	MSV000083756/Blank_3.mzML	MSV000083756	Blank	Blank	Yes	Yes	No
mzspec:MSV000083756:Blank_2	0.0	mzspec:MSV000083756:Blank_2:scan:6764	1	0.88	13	MSV000083756	NoID	MSV000083756/ccms_peak/Blank_2.mzML	MSV000083756/Blank_2.mzML	MSV000083756	Blank	Blank	Yes	Yes	No
mzspec:MSV000083756:Blank_1	0.0	mzspec:MSV000083756:Blank_1:scan:7026	1	0.85	12	MSV000083756	NoID	MSV000083756/ccms_peak/Blank_1.mzML	MSV000083756/Blank_1.mzML	MSV000083756	Blank	Blank	Yes	Yes	No
mzspec:MSV000087872:Neptunia-lutea-nBuOH	0.0	mzspec:MSV000087872:Neptunia-lutea-nBuOH:scan:4251	1	0.83	12	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Neptunia-lutea-nBuOH.mzML	MSV000087872/Neptunia-lutea-nBuOH.mzML	MSV000087872	Neptunia lutea	196673	No	No	No
mzspec:MSV000087872:Caesalpinia-jamesii-nBuOH	0.0	mzspec:MSV000087872:Caesalpinia-jamesii-nBuOH:scan:3891	1	0.82	12	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Caesalpinia-jamesii-nBuOH.mzML	MSV000087872/Caesalpinia-jamesii-nBuOH.mzML	MSV000087872	Caesalpinia	53845	No	No	No
mzspec:MSV000087872:Parryella-filifolia-nBuOH	0.0	mzspec:MSV000087872:Parryella-filifolia-nBuOH:scan:4276	1	0.82	12	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Parryella-filifolia-nBuOH.mzML	MSV000087872/Parryella-filifolia-nBuOH.mzML	MSV000087872	Parryella filifolia	248525	No	No	No
mzspec:MSV000087872:Crotalaria-sagittalis-nBuOH	0.0	mzspec:MSV000087872:Crotalaria-sagittalis-nBuOH:scan:4107	1	0.82	12	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Crotalaria-sagittalis-nBuOH.mzML	MSV000087872/Crotalaria-sagittalis-nBuOH.mzML	MSV000087872	Crotalaria sagittalis	1977604	No	No	No
mzspec:MSV000087872:Glycine-max-nBuOH	0.0	mzspec:MSV000087872:Glycine-max-nBuOH:scan:3966	1	0.82	12	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Glycine-max-nBuOH.mzML	MSV000087872/Glycine-max-nBuOH.mzML	MSV000087872	Glycine max	3847	No	No	No
mzspec:MSV000087872:Gleditsia-triacanthos-nBuOH	0.0	mzspec:MSV000087872:Gleditsia-triacanthos-nBuOH:scan:4256	1	0.8	12	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Gleditsia-triacanthos-nBuOH.mzML	MSV000087872/Gleditsia-triacanthos-nBuOH.mzML	MSV000087872	Gleditsia triacanthos	54874	No	No	No
mzspec:MSV000087872:Genista-tinctoria-nBuOH	0.0	mzspec:MSV000087872:Genista-tinctoria-nBuOH:scan:4336	1	0.8	12	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Genista-tinctoria-nBuOH.mzML	MSV000087872/Genista-tinctoria-nBuOH.mzML	MSV000087872	Genista tinctoria	49825	No	No	No
