Dataset	Frequency
MSV000079485	48
MSV000079697	1
MSV000079717	1
MSV000079772	5
MSV000080015	1
MSV000080183	314
MSV000080188	1
MSV000080299	13
MSV000080442	11
MSV000080443	8
MSV000080444	7
MSV000080492	2
MSV000080562	1
MSV000080574	35
MSV000080627	3
MSV000080628	13
MSV000080629	67
MSV000080630	56
MSV000080905	45
MSV000081151	26
MSV000081343	51
MSV000081351	6
MSV000081354	4
MSV000081482	94
MSV000081492	1
MSV000081580	2
MSV000081582	17
MSV000081753	1
MSV000081952	47
MSV000082074	1
MSV000082261	5
MSV000082433	258
MSV000082480	106
MSV000082813	158
MSV000082869	13
MSV000082891	34
MSV000082944	2
MSV000082952	2
MSV000082953	4
MSV000082972	158
MSV000082973	267
MSV000083010	1
MSV000083055	1
MSV000083077	47
MSV000083320	69
MSV000083365	2
MSV000083383	1
MSV000083482	6
MSV000083522	1
MSV000083541	7
MSV000083559	274
MSV000083651	1
MSV000084112	5
MSV000084165	3
MSV000084314	41
MSV000084734	1
MSV000084753	40
MSV000084783	53
MSV000084900	1
MSV000085025	4
MSV000085071	1
MSV000085480	1
MSV000085852	1
MSV000085891	2
MSV000085918	5
MSV000085944	71
MSV000086131	6
MSV000086208	6
MSV000086209	17
MSV000086221	6
MSV000086236	2
MSV000086270	6
MSV000086302	5
MSV000086415	68
MSV000086427	1
MSV000086676	5
MSV000086989	53
MSV000086993	4
MSV000087087	54
MSV000087093	50
MSV000087612	75
MSV000087685	1
MSV000087711	7
MSV000087728	111
MSV000087747	1
MSV000087948	5
MSV000087951	6
MSV000087995	3
MSV000088021	5
MSV000088040	9
MSV000088087	50
MSV000088137	253
MSV000088332	7
MSV000088335	6
MSV000088594	1
MSV000088606	6
MSV000088640	64
MSV000088645	3
MSV000088646	324
MSV000088690	4
MSV000088691	3
MSV000088823	10
MSV000088842	204
MSV000089210	2
MSV000089313	35
MSV000089459	1
MSV000089518	17
MSV000089558	23
MSV000089715	2
