Dataset	Frequency
MSV000079697	21
MSV000079706	13
MSV000079707	2
MSV000079709	5
MSV000079710	1
MSV000079717	1
MSV000080015	1
MSV000080142	3
MSV000080178	1
MSV000080335	3
MSV000080559	1
MSV000081097	2
MSV000081731	1
MSV000082082	1
MSV000082083	44
MSV000082084	4
MSV000082086	6
MSV000082432	1
MSV000082433	30
MSV000082633	13
MSV000082674	1
MSV000082869	3
MSV000082953	71
MSV000083264	2
MSV000083365	2
MSV000083521	1
MSV000083522	3
MSV000083559	2
MSV000083631	1
MSV000083889	2
MSV000084322	2
MSV000085129	6
MSV000085480	21
MSV000085844	13
MSV000085879	1
MSV000085891	1
MSV000086415	6
MSV000086993	3
MSV000087087	5
MSV000087612	1
MSV000088021	330
MSV000088137	10
MSV000088164	74
MSV000088640	4
MSV000089313	2
MSV000089558	1
