"feature.ID","Airlock","Columbus","JLP","JPM","Node 1","Node 2","Node 3","PMM","US Lab"
"4090",14,35,25,60,75,54,88,34,56
"8186",1,2,6,12,7,13,15,5,17
"6703",6,18,8,27,24,22,42,8,22
"8754",4,18,11,31,35,22,34,9,19
"3206",11,28,21,39,50,44,69,19,40
"3583",7,22,18,42,48,37,59,31,37
"9586",0,8,0,3,2,1,4,3,3
"7454",3,14,5,11,11,9,24,12,19
"15718",5,22,11,30,36,23,47,18,24
"6400",0,6,2,4,7,11,11,4,5
"7139",4,19,8,25,25,12,30,9,25
"8475",2,9,6,8,15,15,8,7,19
"10036",5,17,13,19,24,19,34,19,20
"11925",10,24,18,54,58,45,112,47,43
"12413",4,9,6,13,16,18,45,22,12
"10282",13,34,16,30,50,47,75,29,46
"1974",19,52,23,76,95,79,114,47,78
"12028",0,0,0,1,0,2,0,0,1
"18345",1,3,0,10,4,3,8,6,6
"21343",0,1,0,4,4,5,4,2,2
"606",3,7,5,7,5,6,19,16,7
"7675",2,12,8,13,23,13,33,15,11
"8129",3,10,5,12,15,18,26,12,16
"21476",1,2,1,2,3,2,10,2,3
"2672",10,44,20,58,71,59,86,41,58
"2348",9,37,15,56,66,59,77,36,60
"7154",22,69,37,102,127,104,154,67,100
"4768",2,14,4,18,28,20,39,16,18
"8264",5,13,4,19,26,17,40,7,15
"20724",2,5,5,8,11,5,11,4,9
"20488",2,3,1,5,6,8,6,0,2
"20901",3,7,2,8,17,16,12,6,6
"19454",2,6,4,14,15,18,18,8,9
"20214",1,8,2,12,12,11,11,3,10
"18055",0,4,2,9,7,12,9,4,6
"13827",3,3,2,9,5,5,7,5,2
"16503",3,6,1,6,4,6,10,6,7
"1249",1,6,3,6,7,5,6,6,4
"702",5,13,8,19,28,20,24,12,21
"1876",2,5,2,9,12,7,10,5,9
"2267",3,7,3,10,14,10,8,8,8
"4287",7,17,8,18,29,24,34,17,20
"2859",8,24,15,34,45,34,62,25,35
"4682",11,32,19,53,66,44,84,37,55
"5368",6,14,9,13,21,25,27,17,22
"3351",7,16,5,10,15,13,25,12,22
"6534",6,21,15,23,33,30,38,21,25
"3870",9,26,17,57,67,50,87,32,50
"6002",13,35,17,49,61,57,88,34,54
"10299",9,13,15,26,28,29,44,22,25
"12710",0,1,0,0,1,2,4,0,0
"12398",0,0,0,0,3,1,24,8,2
"15147",10,37,25,61,68,65,82,41,59
"5773",5,5,5,4,11,9,11,8,7
"14665",16,47,31,78,90,75,107,47,65
"10188",0,1,2,1,3,2,4,4,2
"9638",3,3,6,11,12,15,11,5,6
"11104",4,12,11,11,16,14,13,8,21
"5014",0,7,3,4,7,6,12,2,7
"8398",3,6,2,8,15,10,8,7,8
"7485",5,18,5,18,29,19,34,12,19
"16774",1,5,1,1,5,9,9,7,5
"14989",4,15,9,24,20,21,42,11,8
"11235",0,0,2,1,1,0,1,1,0
"16616",3,3,4,9,14,14,19,8,10
"14385",1,5,4,11,16,12,21,5,10
"13754",2,7,4,11,10,10,17,11,5
"13158",2,3,2,1,6,10,5,8,1
"11719",0,1,0,4,8,3,4,1,2
"19159",3,17,7,30,30,28,72,29,18
"3983",2,7,5,8,9,13,12,7,13
"21478",3,12,10,7,11,11,21,16,13
"13820",7,10,6,16,6,10,20,11,14
"19436",7,11,13,29,23,20,36,15,22
"20482",5,7,1,14,13,14,21,7,10
"16505",3,4,7,9,11,12,12,6,10
"18046",2,10,5,16,21,20,23,15,17
"11187",0,0,0,1,3,1,6,1,0
"2398",6,16,5,25,29,26,37,13,17
"2644",4,8,8,28,23,22,28,10,14
"3407",8,19,10,38,40,28,53,23,32
"2989",7,16,9,21,36,25,48,20,19
"3619",6,8,10,19,21,12,29,12,19
"900",0,0,0,0,0,0,8,2,0
"3413",5,24,11,21,34,33,41,22,31
"12965",12,23,6,18,42,39,38,25,25
"12451",2,9,4,8,13,8,10,2,9
"789",0,4,0,7,4,9,9,4,2
"7718",2,11,6,25,21,18,30,15,15
"6745",0,0,0,2,4,0,4,0,1
"13824",5,15,1,20,10,8,19,9,14
"19478",3,12,5,24,28,25,28,13,11
"16507",3,3,3,10,11,7,13,4,6
"20480",4,9,3,15,11,18,24,7,10
"1305",15,55,31,72,109,75,122,56,87
"988",13,46,30,74,75,66,106,46,66
"1688",9,33,19,49,66,60,87,24,52
"2791",22,67,36,100,128,102,159,69,99
"2298",11,38,20,48,70,57,86,36,51
"1774",13,44,25,74,101,73,121,51,71
"636",11,31,22,54,68,67,96,42,59
"4614",16,46,27,68,78,71,104,42,70
"3544",6,33,21,47,48,46,72,30,47
"6493",22,67,37,93,123,101,155,66,95
"7848",7,18,8,25,26,25,46,11,18
"11326",3,4,2,3,11,9,21,4,11
"11035",4,3,1,14,48,19,64,7,17
"703",9,38,19,54,67,52,74,29,50
"3700",7,24,14,32,39,36,61,17,31
"12603",1,9,0,3,2,0,7,0,5
"1045",2,17,3,9,17,11,17,7,8
"1138",0,5,2,10,15,7,18,7,7
"1836",1,7,2,7,11,6,18,2,4
"2425",1,3,1,5,13,4,4,6,9
"1603",2,2,4,6,12,4,12,2,5
"5100",13,25,23,33,45,33,75,30,37
"2293",2,4,1,3,5,0,5,5,4
"655",11,23,9,34,41,40,55,27,35
"2916",0,0,0,0,1,0,2,0,0
"3898",18,45,26,72,90,75,103,52,69
"5788",7,25,10,22,30,28,45,21,26
"3176",8,7,9,21,32,19,35,16,17
"4791",1,9,6,13,16,13,34,8,27
"3362",7,33,17,34,54,46,79,31,42
"3680",6,15,14,33,36,22,54,23,33
"6964",6,14,12,23,29,19,35,18,28
"13016",8,21,12,37,44,41,54,29,32
"6272",4,14,5,14,20,10,26,11,15
"10026",0,2,2,1,3,7,2,2,1
"6611",0,2,1,2,3,0,3,2,3
"8067",5,11,8,15,17,21,23,15,16
"11898",7,24,10,30,25,19,45,15,26
"11259",4,15,5,24,28,22,33,13,22
"9032",2,7,5,18,19,23,25,10,10
"10099",7,24,14,34,26,28,37,16,23
"14031",4,7,5,13,9,14,25,7,13
"10389",4,9,4,13,9,17,25,5,10
"14343",4,9,5,16,21,9,23,6,8
"9675",4,4,1,18,14,7,14,14,10
"15345",3,1,4,10,5,9,14,6,6
"15765",3,12,5,15,21,15,27,8,9
"15921",2,1,8,10,14,16,14,7,12
"14606",3,23,9,37,31,45,72,21,38
"16782",2,13,11,22,21,25,40,14,19
"14101",3,12,5,11,14,13,26,13,8
"20080",0,0,2,1,0,2,21,4,3
"19842",4,8,8,25,29,19,48,20,21
"19157",17,45,27,73,81,67,102,47,65
"88",0,0,0,0,0,1,2,0,0
"8419",0,0,0,5,3,0,4,1,2
"13857",3,8,7,18,15,15,17,7,15
"6970",0,0,0,3,3,0,7,0,0
"10827",0,0,0,3,2,0,7,0,0
"9244",0,0,0,3,1,0,4,0,0
"919",6,14,11,31,36,28,53,19,18
"1851",2,15,9,29,24,21,33,14,12
"2200",11,25,10,37,38,37,54,21,28
"3343",16,46,23,66,87,66,94,40,70
"2622",13,24,22,52,58,49,71,34,43
"3635",9,26,18,35,45,33,48,26,31
"2986",14,41,24,51,60,52,81,41,51
"9739",4,14,5,21,36,27,38,17,21
"4488",0,2,5,6,7,2,8,2,2
"5735",2,8,3,6,11,10,9,7,10
"20597",5,7,5,19,25,19,27,12,17
"20506",3,12,4,14,18,16,27,6,19
"11336",4,22,14,40,40,32,64,19,34
"15867",1,3,0,3,7,5,25,14,3
"740",1,3,3,8,2,12,10,1,3
"7107",0,0,0,0,0,0,4,0,0
"17140",4,15,11,25,17,28,26,9,16
"18094",0,4,4,4,7,2,5,1,2
"14822",0,3,2,2,6,7,6,3,6
"8926",1,9,5,8,10,13,18,4,6
"13651",1,1,0,2,2,2,4,1,1
"20240",0,2,1,3,5,3,6,2,3
"19811",2,12,6,16,23,20,31,12,14
"18972",0,4,3,3,13,17,11,6,6
"19369",3,15,5,13,25,15,27,7,16
"21351",0,0,2,2,9,4,7,3,7
"18434",3,1,0,1,5,1,5,1,1
"10706",0,3,1,2,4,4,4,3,5
"1145",10,24,11,33,44,23,61,21,34
"1530",12,18,15,35,41,30,46,26,34
"2832",10,21,10,30,32,26,39,21,29
"408",11,29,8,35,42,38,66,21,38
"2396",13,37,18,40,46,44,68,28,41
"3052",5,15,9,17,35,16,31,12,22
"3321",8,24,12,27,30,26,42,20,35
"3605",6,15,9,27,34,28,47,19,23
"1751",1,2,0,4,4,2,8,2,4
"924",5,9,7,8,10,9,16,8,12
"1969",0,0,0,6,5,4,9,0,0
"1515",4,7,5,13,10,14,15,8,11
"2446",0,2,1,3,5,4,5,4,4
"3293",0,1,0,3,4,4,7,0,1
"3764",4,16,9,18,25,21,38,14,16
"5469",13,38,20,63,75,47,81,44,50
"2983",1,2,0,0,2,0,2,0,4
"4153",8,14,6,25,36,24,44,12,24
"4755",17,43,23,64,76,72,105,50,68
"6616",10,24,18,44,49,39,62,24,42
"5045",3,8,7,18,15,19,30,10,14
"7683",1,8,9,14,20,18,24,15,13
"7359",3,9,6,14,10,13,19,11,9
"8760",11,33,16,45,64,45,75,44,42
"5996",1,5,0,4,4,4,8,4,9
"11506",0,19,6,9,19,13,26,12,19
"10104",3,10,3,18,16,16,20,11,16
"6315",3,8,7,10,16,23,19,17,12
"6719",2,7,7,9,10,7,17,4,16
"5949",0,4,2,2,2,2,6,3,1
"5584",2,13,5,11,13,10,25,10,14
"7669",0,2,0,0,2,0,5,4,2
"9597",6,19,12,20,34,31,45,15,21
"10505",2,15,7,20,13,17,23,18,13
"11293",2,15,6,9,17,18,24,11,11
"8473",1,9,6,16,20,15,29,12,15
"14846",8,20,16,38,45,35,58,24,40
"15420",3,8,10,14,9,11,23,8,7
"15699",4,4,3,8,7,9,15,2,11
"15138",3,5,1,6,7,4,10,4,7
"16110",0,1,0,3,2,1,7,0,0
"14790",0,1,0,3,4,3,4,3,1
"14583",4,4,1,10,7,6,9,8,6
"971",0,0,0,1,0,0,0,0,2
"10171",4,3,4,6,13,9,13,7,9
"9140",1,3,5,9,8,8,8,7,5
"1835",2,1,2,8,8,9,7,5,6
"2140",1,3,0,5,6,1,5,5,2
"3636",7,19,7,24,31,25,37,10,27
"3821",6,29,16,32,43,33,63,31,39
"3126",1,5,0,4,8,3,12,3,3
"3305",0,2,0,0,3,1,0,1,3
"6271",3,11,3,17,20,8,27,9,13
"4800",4,26,17,33,40,26,51,21,34
"2570",0,0,0,0,0,1,1,0,3
"14831",4,6,8,16,14,19,27,14,20
"46",0,1,2,3,1,2,2,1,3
"21103",0,4,7,7,7,7,16,4,7
"1968",5,8,9,11,15,11,23,16,13
"2205",10,29,16,41,40,29,44,28,37
"1787",5,10,6,15,23,18,27,16,23
"1442",7,16,11,20,39,19,49,13,32
"1177",12,19,13,32,50,46,71,20,29
"2591",7,7,7,16,15,11,22,15,12
"490",7,27,14,37,45,45,62,30,45
"918",13,30,21,53,62,58,92,39,63
"2871",7,22,11,30,27,24,42,21,19
"3288",9,22,13,37,47,38,55,22,42
"3615",13,39,17,47,63,50,86,47,56
"5235",9,17,9,22,38,28,47,23,27
"4734",5,17,8,29,33,36,45,30,26
"8635",15,36,23,50,72,52,105,41,56
"1937",6,12,4,12,15,16,18,11,19
"1485",2,13,8,14,29,27,39,22,28
"2587",3,6,3,9,5,5,1,5,7
"3696",0,4,2,10,10,8,15,7,7
"2276",3,9,5,16,22,16,18,14,15
"4066",0,6,5,6,17,15,29,10,13
"4861",5,10,8,12,14,13,17,9,11
"6147",12,46,22,49,60,46,71,35,53
"7292",3,12,9,14,12,10,22,12,17
"8749",22,69,38,99,127,105,163,68,100
"5556",9,26,12,23,40,23,35,23,16
"9488",7,11,7,18,18,15,24,10,14
"1763",0,0,0,4,1,1,2,1,0
"17917",0,1,1,2,0,1,0,0,1
"13464",1,6,9,7,6,6,10,8,10
"2168",1,8,5,7,9,14,3,6,7
"7596",3,7,6,12,20,11,29,14,17
"6750",0,2,0,0,0,0,1,0,0
"10626",6,23,10,30,48,28,51,24,38
"5987",3,7,7,13,12,15,13,6,7
"7626",4,13,8,19,21,24,26,9,13
"18150",0,1,0,3,4,4,6,1,1
"5399",7,30,13,39,52,55,66,32,39
"10076",6,11,7,18,18,9,25,11,14
"11711",0,1,0,2,1,2,2,1,0
"9579",0,3,0,0,0,1,1,0,2
"2165",6,25,14,32,34,32,54,25,25
"1207",13,42,20,47,59,52,84,37,60
"1933",16,39,18,64,89,62,108,48,72
"1094",20,59,31,76,111,76,137,61,87
"1511",11,27,23,39,59,49,81,29,48
"2485",8,12,2,17,24,22,37,17,15
"5697",12,36,16,23,55,42,62,28,35
"2961",6,20,6,20,35,15,41,14,30
"3773",19,48,31,78,90,73,113,53,77
"587",10,30,19,45,52,45,84,25,45
"3332",10,29,19,43,70,47,91,20,46
"3562",6,33,18,42,45,35,57,18,43
"4761",3,21,11,32,36,35,53,26,33
"9965",6,18,6,24,30,29,24,21,19
"9039",4,19,9,31,36,34,47,14,22
"6328",0,4,1,13,10,14,20,8,12
"9783",5,17,7,29,33,27,39,17,26
"5856",1,12,4,11,10,14,19,9,11
"17267",10,36,25,58,75,66,90,34,48
"15873",2,10,4,20,13,23,17,5,11
"16902",13,42,28,65,73,74,100,40,67
"21077",0,2,4,5,5,7,8,1,7
"11644",8,12,2,27,67,37,103,7,39
"10710",0,2,1,5,14,2,13,1,4
"12432",0,0,0,4,11,4,17,1,6
"4055",0,1,0,2,3,0,0,0,0
"9224",1,1,0,4,3,2,7,1,1
"3848",4,16,10,31,34,37,45,23,26
"2493",8,32,16,43,54,55,88,30,47
"1980",13,29,15,40,58,45,80,38,47
"13476",0,4,0,0,4,3,0,1,3
"70",0,0,1,0,2,0,1,0,1
"21229",0,3,4,7,6,6,9,5,8
"20801",2,1,1,0,6,3,3,1,0
"20703",0,1,2,2,5,4,2,0,1
"20279",2,9,2,12,8,10,14,4,10
"20003",3,7,7,10,16,4,15,9,8
"19331",7,20,14,22,23,26,30,21,22
"20515",0,2,2,1,3,0,2,2,1
"19680",2,15,6,13,11,10,17,7,15
"18154",3,4,5,8,8,6,14,6,5
"18722",3,10,6,12,13,9,22,6,9
"19180",4,2,6,10,15,9,11,4,9
"9529",0,0,0,1,6,2,18,2,5
"6649",3,10,3,9,24,15,41,14,12
"2179",1,7,2,4,8,6,4,5,4
"6760",13,32,18,42,54,41,80,32,51
"11616",4,8,4,17,31,26,61,12,25
"15766",8,25,14,33,49,45,46,24,33
"16889",6,29,18,31,35,35,49,18,31
"12155",5,18,13,36,44,32,46,12,27
"15163",19,61,33,94,114,98,147,60,86
"17421",9,25,13,43,49,40,58,24,35
"14796",1,10,4,15,14,18,20,8,16
"12885",5,9,3,13,21,14,18,10,17
"13195",2,4,4,11,16,7,15,6,8
"11330",1,3,2,4,1,6,14,1,4
"16998",4,6,4,8,14,6,9,8,9
"993",0,0,0,0,0,0,6,6,1
"20086",3,7,3,13,21,8,9,7,17
"18264",1,0,1,3,4,4,7,2,2
"6319",0,4,2,12,6,12,8,9,3
"11909",1,5,4,6,4,3,9,4,4
"1716",18,42,27,75,85,77,106,48,70
"1340",11,37,21,58,69,59,76,35,49
"2025",10,30,15,46,49,49,57,31,47
"6097",5,12,15,36,38,26,44,16,29
"1290",3,2,5,3,4,6,19,6,7
"4548",3,11,7,18,25,17,35,15,11
"9926",3,6,7,21,15,16,30,7,13
"6217",3,10,8,19,16,10,20,6,16
"7188",6,11,9,20,29,17,32,13,23
"9078",3,7,4,10,13,10,21,12,11
"12210",1,5,1,2,1,1,2,1,1
"7690",0,2,3,0,1,3,3,3,2
"13544",2,10,6,16,14,12,17,17,12
"13152",2,13,6,9,20,17,24,14,10
"9873",3,17,10,14,21,12,29,21,18
"10480",9,29,16,30,33,30,43,22,25
"7538",2,6,2,7,5,8,15,3,6
"13938",0,4,1,12,7,5,5,5,8
"18662",0,4,0,1,0,3,1,1,3
"16870",4,5,0,7,12,11,17,7,11
"18826",0,8,5,15,10,7,52,20,5
"35",1,1,1,1,0,1,6,1,3
"10397",6,14,10,18,20,21,26,16,15
"21607",0,1,1,0,1,0,3,1,1
"556",10,33,19,46,65,54,73,32,52
"472",14,47,24,74,81,64,107,51,62
"4041",9,22,10,38,54,38,59,26,30
"1206",15,54,28,72,77,75,113,53,85
"6172",2,12,5,15,29,18,37,9,23
"9119",20,58,32,80,104,88,138,53,81
"12125",2,14,8,21,29,19,15,10,17
"8217",1,5,2,0,6,3,10,5,2
"5071",5,10,4,11,21,8,15,10,10
"1665",3,7,4,10,9,14,23,8,13
"2523",2,3,2,7,4,6,10,2,5
"2161",3,10,4,8,13,16,20,9,10
"2787",0,1,0,4,9,2,7,3,2
"3229",10,21,9,22,36,23,48,14,23
"3741",11,43,23,51,69,55,89,47,65
"3647",6,17,12,19,27,23,37,22,30
"4434",7,17,5,16,24,18,39,18,21
"4860",9,20,15,28,46,31,67,24,32
"5670",6,12,7,11,15,20,27,7,15
"6186",5,8,6,12,21,10,13,7,11
"6841",0,2,2,1,0,0,1,2,1
"10303",22,66,38,97,124,100,157,65,90
"9355",7,13,11,25,26,22,27,10,19
"7521",3,9,6,7,16,10,31,15,19
"13345",15,38,20,46,71,59,83,34,60
"13624",8,43,28,54,69,64,72,32,55
"11443",0,0,1,6,7,3,8,1,3
"10843",2,5,1,3,5,9,4,2,6
"7374",2,6,5,10,10,6,14,6,9
"11984",2,11,4,11,15,20,18,10,11
"9092",1,2,1,4,3,5,4,1,1
"9544",0,9,2,6,12,5,7,5,11
"12862",2,8,3,11,15,9,18,6,9
"6556",9,29,17,30,46,50,70,30,44
"3660",3,12,9,22,23,23,18,14,17
"17018",1,7,2,8,7,10,11,7,5
"15828",19,46,30,69,88,64,100,42,57
"16471",4,14,7,18,16,29,35,15,15
"15562",6,26,15,30,43,52,68,30,35
"17469",14,39,23,54,74,55,99,39,55
"14591",0,7,4,10,11,6,7,5,3
"16637",5,10,9,12,15,18,32,11,15
"13921",3,3,2,17,8,6,19,8,6
"19737",0,2,4,5,9,4,60,18,6
"12079",0,0,0,0,2,0,2,1,0
"3353",2,4,1,4,4,4,12,3,2
"4104",8,13,6,16,23,19,26,11,17
"2929",0,3,4,8,6,9,14,6,11
"6112",3,8,6,13,15,10,18,8,16
"15688",0,0,0,1,4,0,1,2,5
"393",16,46,21,62,80,66,106,40,63
"1426",11,39,18,62,74,49,93,43,61
"14690",0,0,1,1,4,2,0,0,0
"8799",0,0,0,1,0,0,3,0,0
"1566",13,20,14,33,50,31,62,33,48
"1210",6,13,6,18,26,26,41,18,20
"2242",7,17,9,21,30,27,36,14,18
"2085",7,24,13,34,49,34,63,31,43
"2494",15,21,14,28,52,40,62,28,38
"2756",7,29,11,29,45,28,58,24,34
"692",6,29,16,35,38,46,71,28,37
"2824",15,47,23,69,85,67,112,53,74
"3324",8,28,18,36,53,45,74,21,42
"3980",5,18,15,39,33,39,57,28,35
"7525",9,22,14,33,35,32,55,24,30
"12015",4,3,2,13,36,16,44,6,13
"8095",0,1,2,3,3,3,4,0,1
"1469",2,6,4,7,6,5,9,4,12
"2134",2,4,4,5,10,7,15,7,12
"1684",3,9,6,11,26,17,35,15,17
"3478",1,2,1,3,7,3,8,3,5
"2487",0,2,0,5,8,3,4,4,3
"3147",2,4,1,7,9,5,9,0,4
"3862",7,24,10,15,42,34,51,23,29
"4790",11,21,12,30,31,27,53,31,31
"7773",2,7,4,11,13,11,16,14,8
"6589",4,13,7,15,19,20,45,20,13
"5087",3,5,5,7,13,11,20,7,8
"7093",1,7,2,9,14,8,10,5,10
"5838",3,7,4,4,8,10,8,3,1
"8365",5,15,9,14,20,19,30,14,21
"9986",3,5,6,19,16,17,12,7,11
"2997",0,0,0,0,0,0,18,1,0
"15832",3,8,2,17,7,10,18,8,9
"8696",3,6,5,11,14,11,15,10,5
"15206",2,5,0,2,3,4,10,1,2
"11162",1,6,5,13,15,13,24,7,4
"15484",3,2,4,6,7,9,12,6,3
"9951",0,1,0,2,0,2,3,1,0
"9150",2,5,3,14,15,11,21,7,13
"13179",8,16,5,23,24,28,38,18,19
"12075",3,10,5,15,21,19,15,3,13
"12879",2,6,4,9,12,7,7,7,12
"14366",0,2,2,2,2,1,2,2,4
"15702",7,22,12,32,35,37,71,21,25
"17527",12,41,23,58,65,70,95,39,53
"16334",1,7,5,17,10,11,23,12,8
"16855",10,19,13,23,30,30,63,18,32
"17072",3,18,13,33,38,38,50,23,28
"15108",4,9,5,17,13,21,23,15,11
"14542",0,2,1,5,2,8,5,1,1
"17197",5,22,12,35,34,32,38,13,23
"20026",8,13,8,22,33,22,37,16,17
"21348",0,0,0,1,2,0,5,0,1
"7027",0,2,0,3,3,2,3,0,2
"12055",1,3,3,4,9,5,17,8,7
"320",14,51,26,71,95,75,115,53,82
"5307",7,11,10,14,20,14,34,10,12
"6630",3,4,1,3,11,1,4,6,1
"11234",4,27,21,50,61,48,55,30,38
"13024",9,24,14,40,54,30,54,27,36
"9914",6,18,14,23,31,26,30,11,22
"21322",0,2,0,0,3,1,2,0,0
"6238",1,9,4,17,18,10,13,8,16
"17899",0,0,1,3,2,3,2,2,1
"12795",2,1,1,6,3,4,11,7,4
"18410",0,2,0,1,0,0,4,3,2
"16472",3,6,5,20,12,12,22,7,11
"20574",0,3,1,2,3,2,5,0,0
"20285",0,3,2,4,8,4,7,2,5
"1597",1,0,0,3,2,4,2,1,1
"1715",0,2,1,3,4,5,3,4,4
"2070",1,0,0,1,1,2,4,3,2
"457",0,3,1,5,3,6,7,4,3
"14807",0,0,2,1,1,0,6,6,1
"1954",8,29,12,33,48,52,61,39,44
"2270",1,6,4,14,19,25,20,14,12
"1194",5,17,8,24,20,13,29,16,23
"1579",7,15,12,18,29,22,37,11,23
"2524",6,14,6,22,26,20,38,18,15
"637",5,19,9,24,32,29,40,20,21
"998",12,21,13,29,36,35,63,21,34
"2892",0,1,2,2,3,3,2,1,3
"3292",5,10,5,17,33,20,36,7,26
"3427",7,15,8,32,48,30,48,16,29
"4551",16,33,18,46,71,43,78,33,48
"3855",10,43,23,52,70,59,93,42,60
"5256",6,14,10,40,35,30,47,22,24
"6016",2,18,9,14,13,15,21,11,19
"5189",4,13,11,22,31,25,39,11,18
"4807",16,31,14,48,62,47,73,37,51
"5794",0,1,1,3,8,7,3,3,3
"6969",7,21,20,31,49,30,54,22,32
"4000",7,22,13,36,43,35,64,20,32
"3458",1,7,2,9,9,7,20,3,6
"3188",4,4,5,8,10,13,15,5,5
"2575",1,7,3,5,17,11,13,7,12
"8833",1,10,7,14,19,14,17,10,10
"9383",5,8,5,19,12,13,23,8,13
"10082",12,40,22,53,70,56,76,37,50
"4306",5,9,10,18,26,22,33,10,15
"8287",5,14,7,13,14,23,33,15,17
"12678",17,56,34,88,107,88,134,59,82
"6387",7,13,13,13,23,16,26,18,16
"11377",1,2,4,9,6,10,13,2,4
"1472",3,17,5,21,21,28,42,12,19
"1935",10,40,14,43,67,60,72,37,50
"16561",17,45,23,58,68,59,82,34,62
"15743",10,18,18,33,41,32,76,26,31
"11132",0,10,3,5,7,8,6,2,8
"10352",6,18,12,16,34,22,52,22,31
"12411",5,12,5,14,14,24,25,13,18
"12993",3,13,11,16,17,15,29,11,16
"8474",0,10,3,8,3,4,8,7,8
"15002",2,3,2,6,5,4,7,8,3
"14161",0,1,0,0,1,1,4,7,1
"4433",0,0,0,0,0,0,1,2,0
"15643",18,51,34,81,96,74,129,52,82
"17232",0,3,0,9,9,6,10,5,6
"17091",1,3,0,1,9,2,11,2,1
"16300",0,0,0,0,0,0,2,0,0
"16655",0,3,3,7,6,7,9,4,6
"1024",7,20,7,25,36,24,38,22,23
"12990",13,28,13,41,47,44,62,19,24
"11083",0,0,0,0,0,0,0,0,2
"11393",6,18,9,36,35,30,52,21,27
"10205",12,35,19,73,66,60,77,31,48
"8198",0,0,0,0,0,0,3,0,0
"19361",0,3,1,7,9,6,7,2,2
"378",13,41,24,75,81,66,99,40,68
"14666",0,0,0,0,2,0,0,0,0
"14832",9,26,17,33,54,47,60,30,36
"848",11,17,10,33,47,28,63,23,35
"1487",12,35,19,50,65,44,76,41,54
"1794",7,17,6,19,28,22,37,16,29
"1205",4,8,9,14,18,22,36,13,19
"593",7,16,15,32,32,31,52,21,32
"1993",9,22,13,35,40,42,66,32,41
"3580",3,5,2,7,14,3,16,10,6
"4913",10,16,13,32,39,32,54,20,33
"2926",1,0,0,1,2,0,5,1,0
"2474",2,6,5,12,26,11,16,11,13
"2334",6,11,3,18,20,15,27,16,18
"5652",18,52,27,75,106,75,122,57,89
"3796",3,8,4,9,16,10,24,4,12
"3304",1,4,0,2,7,6,8,1,7
"5438",3,15,9,18,24,27,31,19,20
"6351",11,38,16,41,53,44,62,34,44
"4241",4,8,4,11,18,15,19,13,17
"1780",8,17,7,22,23,24,31,13,18
"2130",8,22,15,28,37,23,39,18,33
"3289",10,15,10,25,30,28,40,21,27
"3981",8,28,11,22,40,33,55,18,39
"2957",5,16,5,15,18,13,23,19,23
"4414",2,12,7,23,21,19,26,12,12
"4875",12,24,21,45,54,39,63,30,50
"2671",6,15,13,34,38,20,42,20,23
"5440",5,15,8,32,38,22,34,19,27
"5991",2,9,3,10,10,13,16,10,10
"6983",2,5,5,11,7,9,14,4,10
"10688",21,64,34,92,119,97,146,60,96
"7721",5,15,6,18,24,18,34,17,23
"9012",7,8,3,17,18,10,24,9,13
"11291",4,12,5,10,17,14,20,10,12
"9561",3,7,8,15,17,11,23,13,17
"12085",0,9,1,18,20,17,25,9,10
"10206",1,6,5,8,16,11,8,9,5
"21552",5,15,6,17,17,27,38,20,22
"12142",11,20,14,35,45,38,49,25,38
"13232",10,25,11,34,40,31,64,23,38
"8169",9,39,21,45,60,51,77,30,46
"11970",2,10,4,13,27,15,19,10,13
"18801",0,5,1,8,10,10,6,3,10
"21166",1,0,0,2,1,2,3,1,1
"63",0,1,3,2,2,1,1,0,0
"792",14,49,25,71,94,78,123,56,82
"5200",2,1,0,1,1,0,2,2,2
"613",4,18,14,29,39,36,58,30,34
"1059",7,22,12,24,42,26,39,24,31
"1193",7,13,9,23,16,26,35,8,16
"1466",4,23,12,25,36,21,62,22,29
"2090",5,32,13,35,52,38,63,26,42
"2424",4,15,4,16,16,19,28,9,11
"814",4,8,4,8,11,11,18,5,7
"18815",2,6,7,12,20,21,17,11,8
"5811",19,46,27,60,94,63,112,46,73
"2856",4,19,7,17,25,19,29,11,18
"4820",5,16,8,20,24,29,31,21,23
"3261",7,13,7,18,22,16,24,13,18
"3893",10,28,15,26,40,39,71,30,40
"11576",11,28,13,37,52,39,54,28,44
"9292",5,15,9,14,33,19,29,11,17
"7854",1,17,5,20,16,16,23,13,15
"3439",9,17,15,34,44,36,59,29,36
"3859",7,23,11,33,39,39,55,18,36
"171",2,1,2,3,9,4,12,2,4
"12508",1,0,0,1,10,3,19,1,7
"7517",21,65,35,90,118,99,144,62,88
"8052",6,21,10,19,33,31,44,14,26
"4549",3,12,6,12,21,8,26,6,14
"5580",2,19,4,22,24,22,37,11,18
"15844",0,0,0,0,1,1,4,7,0
"20603",2,8,3,5,8,13,9,7,6
"20348",1,15,4,15,16,12,13,14,20
"21553",0,0,0,2,4,3,5,4,1
"21479",2,5,7,7,12,8,23,10,11
"8201",0,0,0,1,0,1,9,0,3
"1345",1,3,3,18,17,15,22,6,15
"2122",12,36,26,62,70,51,79,31,53
"2434",13,35,25,68,63,54,92,44,53
"5068",2,6,1,7,8,6,14,10,12
"749",0,0,0,0,0,0,35,0,0
"8152",3,16,9,20,21,25,36,13,22
"7203",3,10,10,16,13,9,24,10,12
"11857",2,2,1,3,6,5,6,4,6
"4028",5,10,9,11,18,13,25,9,15
"4958",6,11,3,12,11,10,22,11,11
"12741",0,0,1,1,1,0,17,5,0
